Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.02:19363, gt.metaitem.02.19363.name
gregtech:gt.metaitem.02:19364, gt.metaitem.02.19364.name
gregtech:gt.metaitem.02:19367, gt.metaitem.02.19367.name
gregtech:gt.metaitem.02:19368, gt.metaitem.02.19368.name
gregtech:gt.metaitem.02:19369, gt.metaitem.02.19369.name
gregtech:gt.metaitem.02:19370, gt.metaitem.02.19370.name
gregtech:gt.metaitem.02:19371, gt.metaitem.02.19371.name
gregtech:gt.metaitem.02:19372, gt.metaitem.02.19372.name
gregtech:gt.metaitem.02:19373, gt.metaitem.02.19373.name
gregtech:gt.metaitem.02:19374, gt.metaitem.02.19374.name
gregtech:gt.metaitem.02:19378, gt.metaitem.02.19378.name
gregtech:gt.metaitem.02:19379, gt.metaitem.02.19379.name
gregtech:gt.metaitem.02:19393, gt.metaitem.02.19393.name
gregtech:gt.metaitem.02:19401, gt.metaitem.02.19401.name
gregtech:gt.metaitem.02:19402, gt.metaitem.02.19402.name
gregtech:gt.metaitem.02:19416, gt.metaitem.02.19416.name
gregtech:gt.metaitem.02:19420, gt.metaitem.02.19420.name
gregtech:gt.metaitem.02:19490, gt.metaitem.02.19490.name
gregtech:gt.metaitem.02:19770, gt.metaitem.02.19770.name
gregtech:gt.metaitem.02:19829, gt.metaitem.02.19829.name
gregtech:gt.metaitem.02:19884, gt.metaitem.02.19884.name
gregtech:gt.metaitem.02:19953, gt.metaitem.02.19953.name
gregtech:gt.metaitem.02:19966, gt.metaitem.02.19966.name
gregtech:gt.metaitem.02:19975, gt.metaitem.02.19975.name
gregtech:gt.metaitem.02:19976, gt.metaitem.02.19976.name
gregtech:gt.metaitem.02:19987, gt.metaitem.02.19987.name
gregtech:gt.metaitem.02:19988, gt.metaitem.02.19988.name
gregtech:gt.metaitem.02:19989, gt.metaitem.02.19989.name
gregtech:gt.metaitem.02:19990, gt.metaitem.02.19990.name
gregtech:gt.metaitem.02:19991, gt.metaitem.02.19991.name
gregtech:gt.metaitem.02:19992, gt.metaitem.02.19992.name
gregtech:gt.metaitem.02:20010, gt.metaitem.02.20010.name
gregtech:gt.metaitem.02:20019, gt.metaitem.02.20019.name
gregtech:gt.metaitem.02:20028, gt.metaitem.02.20028.name
gregtech:gt.metaitem.02:20030, gt.metaitem.02.20030.name
gregtech:gt.metaitem.02:20032, gt.metaitem.02.20032.name
gregtech:gt.metaitem.02:20034, gt.metaitem.02.20034.name
gregtech:gt.metaitem.02:20035, gt.metaitem.02.20035.name
gregtech:gt.metaitem.02:20052, gt.metaitem.02.20052.name
gregtech:gt.metaitem.02:20054, gt.metaitem.02.20054.name
gregtech:gt.metaitem.02:20057, gt.metaitem.02.20057.name
gregtech:gt.metaitem.02:20067, gt.metaitem.02.20067.name
gregtech:gt.metaitem.02:20081, gt.metaitem.02.20081.name
gregtech:gt.metaitem.02:20083, gt.metaitem.02.20083.name
gregtech:gt.metaitem.02:20084, gt.metaitem.02.20084.name
gregtech:gt.metaitem.02:20085, gt.metaitem.02.20085.name
gregtech:gt.metaitem.02:20086, gt.metaitem.02.20086.name
gregtech:gt.metaitem.02:20089, gt.metaitem.02.20089.name
gregtech:gt.metaitem.02:20090, gt.metaitem.02.20090.name
gregtech:gt.metaitem.02:20129, gt.metaitem.02.20129.name
gregtech:gt.metaitem.02:20299, gt.metaitem.02.20299.name
gregtech:gt.metaitem.02:20300, gt.metaitem.02.20300.name
gregtech:gt.metaitem.02:20301, gt.metaitem.02.20301.name
gregtech:gt.metaitem.02:20302, gt.metaitem.02.20302.name
gregtech:gt.metaitem.02:20303, gt.metaitem.02.20303.name
gregtech:gt.metaitem.02:20304, gt.metaitem.02.20304.name
gregtech:gt.metaitem.02:20305, gt.metaitem.02.20305.name
gregtech:gt.metaitem.02:20306, gt.metaitem.02.20306.name
gregtech:gt.metaitem.02:20313, gt.metaitem.02.20313.name
gregtech:gt.metaitem.02:20316, gt.metaitem.02.20316.name
gregtech:gt.metaitem.02:20317, gt.metaitem.02.20317.name
gregtech:gt.metaitem.02:20319, gt.metaitem.02.20319.name
gregtech:gt.metaitem.02:20321, gt.metaitem.02.20321.name
gregtech:gt.metaitem.02:20322, gt.metaitem.02.20322.name
gregtech:gt.metaitem.02:20325, gt.metaitem.02.20325.name
gregtech:gt.metaitem.02:20330, gt.metaitem.02.20330.name
gregtech:gt.metaitem.02:20338, gt.metaitem.02.20338.name
gregtech:gt.metaitem.02:20339, gt.metaitem.02.20339.name
gregtech:gt.metaitem.02:20343, gt.metaitem.02.20343.name
gregtech:gt.metaitem.02:20344, gt.metaitem.02.20344.name
gregtech:gt.metaitem.02:20345, gt.metaitem.02.20345.name
gregtech:gt.metaitem.02:20346, gt.metaitem.02.20346.name
gregtech:gt.metaitem.02:20350, gt.metaitem.02.20350.name
gregtech:gt.metaitem.02:20351, gt.metaitem.02.20351.name
gregtech:gt.metaitem.02:20352, gt.metaitem.02.20352.name
gregtech:gt.metaitem.02:20353, gt.metaitem.02.20353.name
gregtech:gt.metaitem.02:20354, gt.metaitem.02.20354.name
gregtech:gt.metaitem.02:20355, gt.metaitem.02.20355.name
gregtech:gt.metaitem.02:20356, gt.metaitem.02.20356.name
gregtech:gt.metaitem.02:20362, gt.metaitem.02.20362.name
gregtech:gt.metaitem.02:20363, gt.metaitem.02.20363.name
gregtech:gt.metaitem.02:20364, gt.metaitem.02.20364.name
gregtech:gt.metaitem.02:20365, gt.metaitem.02.20365.name
gregtech:gt.metaitem.02:20366, gt.metaitem.02.20366.name
gregtech:gt.metaitem.02:20367, gt.metaitem.02.20367.name
gregtech:gt.metaitem.02:20368, gt.metaitem.02.20368.name
gregtech:gt.metaitem.02:20369, gt.metaitem.02.20369.name
gregtech:gt.metaitem.02:20370, gt.metaitem.02.20370.name
gregtech:gt.metaitem.02:20371, gt.metaitem.02.20371.name
gregtech:gt.metaitem.02:20372, gt.metaitem.02.20372.name
gregtech:gt.metaitem.02:20373, gt.metaitem.02.20373.name
gregtech:gt.metaitem.02:20374, gt.metaitem.02.20374.name
gregtech:gt.metaitem.02:20378, gt.metaitem.02.20378.name
gregtech:gt.metaitem.02:20379, gt.metaitem.02.20379.name
gregtech:gt.metaitem.02:20380, gt.metaitem.02.20380.name
gregtech:gt.metaitem.02:20389, gt.metaitem.02.20389.name
gregtech:gt.metaitem.02:20391, gt.metaitem.02.20391.name
gregtech:gt.metaitem.02:20392, gt.metaitem.02.20392.name
gregtech:gt.metaitem.02:20393, gt.metaitem.02.20393.name
gregtech:gt.metaitem.02:20401, gt.metaitem.02.20401.name
gregtech:gt.metaitem.02:20402, gt.metaitem.02.20402.name
gregtech:gt.metaitem.02:20416, gt.metaitem.02.20416.name
gregtech:gt.metaitem.02:20417, gt.metaitem.02.20417.name
gregtech:gt.metaitem.02:20418, gt.metaitem.02.20418.name
gregtech:gt.metaitem.02:20419, gt.metaitem.02.20419.name
gregtech:gt.metaitem.02:20420, gt.metaitem.02.20420.name
gregtech:gt.metaitem.02:20470, gt.metaitem.02.20470.name
gregtech:gt.metaitem.02:20471, gt.metaitem.02.20471.name
gregtech:gt.metaitem.02:20472, gt.metaitem.02.20472.name
gregtech:gt.metaitem.02:20473, gt.metaitem.02.20473.name
gregtech:gt.metaitem.02:20500, gt.metaitem.02.20500.name
gregtech:gt.metaitem.02:20540, gt.metaitem.02.20540.name
gregtech:gt.metaitem.02:20541, gt.metaitem.02.20541.name
gregtech:gt.metaitem.02:20542, gt.metaitem.02.20542.name
gregtech:gt.metaitem.02:20543, gt.metaitem.02.20543.name
gregtech:gt.metaitem.02:20544, gt.metaitem.02.20544.name
gregtech:gt.metaitem.02:20545, gt.metaitem.02.20545.name
gregtech:gt.metaitem.02:20599, gt.metaitem.02.20599.name
gregtech:gt.metaitem.02:20610, gt.metaitem.02.20610.name
gregtech:gt.metaitem.02:20613, gt.metaitem.02.20613.name
gregtech:gt.metaitem.02:20631, gt.metaitem.02.20631.name
gregtech:gt.metaitem.02:20635, gt.metaitem.02.20635.name
gregtech:gt.metaitem.02:20636, gt.metaitem.02.20636.name
gregtech:gt.metaitem.02:20649, gt.metaitem.02.20649.name
gregtech:gt.metaitem.02:20809, gt.metaitem.02.20809.name
gregtech:gt.metaitem.02:20845, gt.metaitem.02.20845.name
gregtech:gt.metaitem.02:20849, gt.metaitem.02.20849.name
gregtech:gt.metaitem.02:20850, gt.metaitem.02.20850.name
gregtech:gt.metaitem.02:20854, gt.metaitem.02.20854.name
gregtech:gt.metaitem.02:20874, gt.metaitem.02.20874.name
gregtech:gt.metaitem.02:20880, gt.metaitem.02.20880.name
gregtech:gt.metaitem.02:20884, gt.metaitem.02.20884.name
gregtech:gt.metaitem.02:20889, gt.metaitem.02.20889.name
gregtech:gt.metaitem.02:20975, gt.metaitem.02.20975.name
gregtech:gt.metaitem.02:20976, gt.metaitem.02.20976.name
gregtech:gt.metaitem.02:21010, gt.metaitem.02.21010.name
gregtech:gt.metaitem.02:21019, gt.metaitem.02.21019.name
gregtech:gt.metaitem.02:21028, gt.metaitem.02.21028.name
gregtech:gt.metaitem.02:21030, gt.metaitem.02.21030.name
gregtech:gt.metaitem.02:21032, gt.metaitem.02.21032.name
gregtech:gt.metaitem.02:21034, gt.metaitem.02.21034.name
gregtech:gt.metaitem.02:21035, gt.metaitem.02.21035.name
gregtech:gt.metaitem.02:21052, gt.metaitem.02.21052.name
gregtech:gt.metaitem.02:21054, gt.metaitem.02.21054.name
gregtech:gt.metaitem.02:21057, gt.metaitem.02.21057.name
gregtech:gt.metaitem.02:21067, gt.metaitem.02.21067.name
gregtech:gt.metaitem.02:21081, gt.metaitem.02.21081.name
gregtech:gt.metaitem.02:21083, gt.metaitem.02.21083.name
gregtech:gt.metaitem.02:21084, gt.metaitem.02.21084.name
gregtech:gt.metaitem.02:21085, gt.metaitem.02.21085.name
gregtech:gt.metaitem.02:21086, gt.metaitem.02.21086.name
gregtech:gt.metaitem.02:21089, gt.metaitem.02.21089.name
gregtech:gt.metaitem.02:21090, gt.metaitem.02.21090.name
gregtech:gt.metaitem.02:21129, gt.metaitem.02.21129.name
gregtech:gt.metaitem.02:21300, gt.metaitem.02.21300.name
gregtech:gt.metaitem.02:21301, gt.metaitem.02.21301.name
gregtech:gt.metaitem.02:21302, gt.metaitem.02.21302.name
gregtech:gt.metaitem.02:21303, gt.metaitem.02.21303.name
gregtech:gt.metaitem.02:21304, gt.metaitem.02.21304.name
gregtech:gt.metaitem.02:21305, gt.metaitem.02.21305.name
gregtech:gt.metaitem.02:21306, gt.metaitem.02.21306.name
gregtech:gt.metaitem.02:21313, gt.metaitem.02.21313.name
gregtech:gt.metaitem.02:21316, gt.metaitem.02.21316.name
gregtech:gt.metaitem.02:21317, gt.metaitem.02.21317.name
gregtech:gt.metaitem.02:21319, gt.metaitem.02.21319.name
gregtech:gt.metaitem.02:21321, gt.metaitem.02.21321.name
gregtech:gt.metaitem.02:21322, gt.metaitem.02.21322.name
gregtech:gt.metaitem.02:21325, gt.metaitem.02.21325.name
gregtech:gt.metaitem.02:21330, gt.metaitem.02.21330.name
gregtech:gt.metaitem.02:21338, gt.metaitem.02.21338.name
gregtech:gt.metaitem.02:21339, gt.metaitem.02.21339.name
gregtech:gt.metaitem.02:21343, gt.metaitem.02.21343.name
gregtech:gt.metaitem.02:21344, gt.metaitem.02.21344.name
gregtech:gt.metaitem.02:21345, gt.metaitem.02.21345.name
gregtech:gt.metaitem.02:21346, gt.metaitem.02.21346.name
gregtech:gt.metaitem.02:21350, gt.metaitem.02.21350.name
gregtech:gt.metaitem.02:21351, gt.metaitem.02.21351.name
gregtech:gt.metaitem.02:21352, gt.metaitem.02.21352.name
gregtech:gt.metaitem.02:21353, gt.metaitem.02.21353.name
gregtech:gt.metaitem.02:21354, gt.metaitem.02.21354.name
gregtech:gt.metaitem.02:21355, gt.metaitem.02.21355.name
gregtech:gt.metaitem.02:21356, gt.metaitem.02.21356.name
gregtech:gt.metaitem.02:21362, gt.metaitem.02.21362.name
gregtech:gt.metaitem.02:21363, gt.metaitem.02.21363.name
gregtech:gt.metaitem.02:21364, gt.metaitem.02.21364.name
gregtech:gt.metaitem.02:21365, gt.metaitem.02.21365.name
gregtech:gt.metaitem.02:21366, gt.metaitem.02.21366.name
gregtech:gt.metaitem.02:21367, gt.metaitem.02.21367.name
gregtech:gt.metaitem.02:21368, gt.metaitem.02.21368.name
gregtech:gt.metaitem.02:21369, gt.metaitem.02.21369.name
gregtech:gt.metaitem.02:21370, gt.metaitem.02.21370.name
gregtech:gt.metaitem.02:21371, gt.metaitem.02.21371.name
gregtech:gt.metaitem.02:21372, gt.metaitem.02.21372.name
gregtech:gt.metaitem.02:21373, gt.metaitem.02.21373.name
gregtech:gt.metaitem.02:21374, gt.metaitem.02.21374.name
gregtech:gt.metaitem.02:21378, gt.metaitem.02.21378.name
gregtech:gt.metaitem.02:21379, gt.metaitem.02.21379.name
gregtech:gt.metaitem.02:21380, gt.metaitem.02.21380.name
gregtech:gt.metaitem.02:21389, gt.metaitem.02.21389.name
gregtech:gt.metaitem.02:21391, gt.metaitem.02.21391.name
gregtech:gt.metaitem.02:21392, gt.metaitem.02.21392.name
gregtech:gt.metaitem.02:21393, gt.metaitem.02.21393.name
gregtech:gt.metaitem.02:21401, gt.metaitem.02.21401.name
gregtech:gt.metaitem.02:21402, gt.metaitem.02.21402.name
gregtech:gt.metaitem.02:21416, gt.metaitem.02.21416.name
gregtech:gt.metaitem.02:21417, gt.metaitem.02.21417.name
gregtech:gt.metaitem.02:21418, gt.metaitem.02.21418.name
gregtech:gt.metaitem.02:21419, gt.metaitem.02.21419.name
gregtech:gt.metaitem.02:21420, gt.metaitem.02.21420.name
gregtech:gt.metaitem.02:21470, gt.metaitem.02.21470.name
gregtech:gt.metaitem.02:21472, gt.metaitem.02.21472.name
gregtech:gt.metaitem.02:21473, gt.metaitem.02.21473.name
gregtech:gt.metaitem.02:21599, gt.metaitem.02.21599.name
gregtech:gt.metaitem.02:21610, gt.metaitem.02.21610.name
gregtech:gt.metaitem.02:21613, gt.metaitem.02.21613.name
gregtech:gt.metaitem.02:21631, gt.metaitem.02.21631.name
gregtech:gt.metaitem.02:21809, gt.metaitem.02.21809.name
gregtech:gt.metaitem.02:21884, gt.metaitem.02.21884.name
gregtech:gt.metaitem.02:21889, gt.metaitem.02.21889.name
gregtech:gt.metaitem.02:21975, gt.metaitem.02.21975.name
gregtech:gt.metaitem.02:21976, gt.metaitem.02.21976.name
gregtech:gt.metaitem.02:22006, gt.metaitem.02.22006.name
gregtech:gt.metaitem.02:22008, gt.metaitem.02.22008.name
gregtech:gt.metaitem.02:22010, gt.metaitem.02.22010.name
gregtech:gt.metaitem.02:22018, gt.metaitem.02.22018.name
gregtech:gt.metaitem.02:22019, gt.metaitem.02.22019.name
gregtech:gt.metaitem.02:22020, gt.metaitem.02.22020.name
gregtech:gt.metaitem.02:22025, gt.metaitem.02.22025.name
gregtech:gt.metaitem.02:22028, gt.metaitem.02.22028.name
gregtech:gt.metaitem.02:22029, gt.metaitem.02.22029.name
gregtech:gt.metaitem.02:22030, gt.metaitem.02.22030.name
gregtech:gt.metaitem.02:22031, gt.metaitem.02.22031.name
gregtech:gt.metaitem.02:22032, gt.metaitem.02.22032.name
gregtech:gt.metaitem.02:22033, gt.metaitem.02.22033.name
gregtech:gt.metaitem.02:22034, gt.metaitem.02.22034.name
gregtech:gt.metaitem.02:22035, gt.metaitem.02.22035.name
gregtech:gt.metaitem.02:22036, gt.metaitem.02.22036.name
gregtech:gt.metaitem.02:22037, gt.metaitem.02.22037.name
gregtech:gt.metaitem.02:22039, gt.metaitem.02.22039.name
gregtech:gt.metaitem.02:22045, gt.metaitem.02.22045.name
gregtech:gt.metaitem.02:22047, gt.metaitem.02.22047.name
gregtech:gt.metaitem.02:22048, gt.metaitem.02.22048.name
gregtech:gt.metaitem.02:22052, gt.metaitem.02.22052.name
gregtech:gt.metaitem.02:22054, gt.metaitem.02.22054.name
gregtech:gt.metaitem.02:22056, gt.metaitem.02.22056.name
gregtech:gt.metaitem.02:22057, gt.metaitem.02.22057.name
gregtech:gt.metaitem.02:22058, gt.metaitem.02.22058.name
gregtech:gt.metaitem.02:22062, gt.metaitem.02.22062.name
gregtech:gt.metaitem.02:22064, gt.metaitem.02.22064.name
gregtech:gt.metaitem.02:22065, gt.metaitem.02.22065.name
gregtech:gt.metaitem.02:22067, gt.metaitem.02.22067.name
gregtech:gt.metaitem.02:22070, gt.metaitem.02.22070.name
gregtech:gt.metaitem.02:22078, gt.metaitem.02.22078.name
gregtech:gt.metaitem.02:22080, gt.metaitem.02.22080.name
gregtech:gt.metaitem.02:22081, gt.metaitem.02.22081.name
gregtech:gt.metaitem.02:22083, gt.metaitem.02.22083.name
gregtech:gt.metaitem.02:22084, gt.metaitem.02.22084.name
gregtech:gt.metaitem.02:22085, gt.metaitem.02.22085.name
gregtech:gt.metaitem.02:22086, gt.metaitem.02.22086.name
gregtech:gt.metaitem.02:22089, gt.metaitem.02.22089.name
gregtech:gt.metaitem.02:22090, gt.metaitem.02.22090.name
gregtech:gt.metaitem.02:22096, gt.metaitem.02.22096.name
gregtech:gt.metaitem.02:22097, gt.metaitem.02.22097.name
gregtech:gt.metaitem.02:22098, gt.metaitem.02.22098.name
gregtech:gt.metaitem.02:22100, gt.metaitem.02.22100.name
gregtech:gt.metaitem.02:22101, gt.metaitem.02.22101.name
gregtech:gt.metaitem.02:22103, gt.metaitem.02.22103.name
gregtech:gt.metaitem.02:22129, gt.metaitem.02.22129.name
gregtech:gt.metaitem.02:22300, gt.metaitem.02.22300.name
gregtech:gt.metaitem.02:22301, gt.metaitem.02.22301.name
gregtech:gt.metaitem.02:22302, gt.metaitem.02.22302.name
gregtech:gt.metaitem.02:22303, gt.metaitem.02.22303.name
gregtech:gt.metaitem.02:22304, gt.metaitem.02.22304.name
gregtech:gt.metaitem.02:22305, gt.metaitem.02.22305.name
gregtech:gt.metaitem.02:22306, gt.metaitem.02.22306.name
gregtech:gt.metaitem.02:22307, gt.metaitem.02.22307.name
gregtech:gt.metaitem.02:22308, gt.metaitem.02.22308.name
gregtech:gt.metaitem.02:22309, gt.metaitem.02.22309.name
gregtech:gt.metaitem.02:22310, gt.metaitem.02.22310.name
gregtech:gt.metaitem.02:22311, gt.metaitem.02.22311.name
gregtech:gt.metaitem.02:22312, gt.metaitem.02.22312.name
gregtech:gt.metaitem.02:22313, gt.metaitem.02.22313.name
gregtech:gt.metaitem.02:22314, gt.metaitem.02.22314.name
gregtech:gt.metaitem.02:22315, gt.metaitem.02.22315.name
gregtech:gt.metaitem.02:22316, gt.metaitem.02.22316.name
gregtech:gt.metaitem.02:22317, gt.metaitem.02.22317.name
gregtech:gt.metaitem.02:22318, gt.metaitem.02.22318.name
gregtech:gt.metaitem.02:22319, gt.metaitem.02.22319.name
gregtech:gt.metaitem.02:22320, gt.metaitem.02.22320.name
gregtech:gt.metaitem.02:22321, gt.metaitem.02.22321.name
gregtech:gt.metaitem.02:22322, gt.metaitem.02.22322.name
gregtech:gt.metaitem.02:22324, gt.metaitem.02.22324.name
gregtech:gt.metaitem.02:22325, gt.metaitem.02.22325.name
gregtech:gt.metaitem.02:22326, gt.metaitem.02.22326.name
gregtech:gt.metaitem.02:22327, gt.metaitem.02.22327.name
gregtech:gt.metaitem.02:22328, gt.metaitem.02.22328.name
gregtech:gt.metaitem.02:22329, gt.metaitem.02.22329.name
gregtech:gt.metaitem.02:22330, gt.metaitem.02.22330.name
gregtech:gt.metaitem.02:22331, gt.metaitem.02.22331.name
gregtech:gt.metaitem.02:22332, gt.metaitem.02.22332.name
gregtech:gt.metaitem.02:22333, gt.metaitem.02.22333.name
gregtech:gt.metaitem.02:22334, gt.metaitem.02.22334.name
gregtech:gt.metaitem.02:22335, gt.metaitem.02.22335.name
gregtech:gt.metaitem.02:22336, gt.metaitem.02.22336.name
gregtech:gt.metaitem.02:22337, gt.metaitem.02.22337.name
gregtech:gt.metaitem.02:22338, gt.metaitem.02.22338.name
gregtech:gt.metaitem.02:22339, gt.metaitem.02.22339.name
gregtech:gt.metaitem.02:22340, gt.metaitem.02.22340.name
gregtech:gt.metaitem.02:22341, gt.metaitem.02.22341.name
gregtech:gt.metaitem.02:22342, gt.metaitem.02.22342.name
gregtech:gt.metaitem.02:22343, gt.metaitem.02.22343.name
gregtech:gt.metaitem.02:22344, gt.metaitem.02.22344.name
gregtech:gt.metaitem.02:22345, gt.metaitem.02.22345.name
gregtech:gt.metaitem.02:22346, gt.metaitem.02.22346.name
gregtech:gt.metaitem.02:22347, gt.metaitem.02.22347.name
gregtech:gt.metaitem.02:22348, gt.metaitem.02.22348.name
gregtech:gt.metaitem.02:22349, gt.metaitem.02.22349.name
gregtech:gt.metaitem.02:22350, gt.metaitem.02.22350.name
gregtech:gt.metaitem.02:22351, gt.metaitem.02.22351.name
gregtech:gt.metaitem.02:22352, gt.metaitem.02.22352.name
gregtech:gt.metaitem.02:22353, gt.metaitem.02.22353.name
gregtech:gt.metaitem.02:22354, gt.metaitem.02.22354.name
gregtech:gt.metaitem.02:22355, gt.metaitem.02.22355.name
gregtech:gt.metaitem.02:22356, gt.metaitem.02.22356.name
gregtech:gt.metaitem.02:22357, gt.metaitem.02.22357.name
gregtech:gt.metaitem.02:22358, gt.metaitem.02.22358.name
gregtech:gt.metaitem.02:22359, gt.metaitem.02.22359.name
gregtech:gt.metaitem.02:22360, gt.metaitem.02.22360.name
gregtech:gt.metaitem.02:22362, gt.metaitem.02.22362.name
gregtech:gt.metaitem.02:22363, gt.metaitem.02.22363.name
gregtech:gt.metaitem.02:22364, gt.metaitem.02.22364.name
gregtech:gt.metaitem.02:22365, gt.metaitem.02.22365.name
gregtech:gt.metaitem.02:22366, gt.metaitem.02.22366.name
gregtech:gt.metaitem.02:22367, gt.metaitem.02.22367.name
gregtech:gt.metaitem.02:22368, gt.metaitem.02.22368.name
gregtech:gt.metaitem.02:22369, gt.metaitem.02.22369.name
gregtech:gt.metaitem.02:22370, gt.metaitem.02.22370.name
gregtech:gt.metaitem.02:22371, gt.metaitem.02.22371.name
gregtech:gt.metaitem.02:22372, gt.metaitem.02.22372.name
gregtech:gt.metaitem.02:22373, gt.metaitem.02.22373.name
gregtech:gt.metaitem.02:22374, gt.metaitem.02.22374.name
gregtech:gt.metaitem.02:22378, gt.metaitem.02.22378.name
gregtech:gt.metaitem.02:22379, gt.metaitem.02.22379.name
gregtech:gt.metaitem.02:22380, gt.metaitem.02.22380.name
gregtech:gt.metaitem.02:22389, gt.metaitem.02.22389.name
gregtech:gt.metaitem.02:22391, gt.metaitem.02.22391.name
gregtech:gt.metaitem.02:22392, gt.metaitem.02.22392.name
gregtech:gt.metaitem.02:22393, gt.metaitem.02.22393.name
gregtech:gt.metaitem.02:22394, gt.metaitem.02.22394.name
gregtech:gt.metaitem.02:22395, gt.metaitem.02.22395.name
gregtech:gt.metaitem.02:22401, gt.metaitem.02.22401.name
gregtech:gt.metaitem.02:22402, gt.metaitem.02.22402.name
gregtech:gt.metaitem.02:22405, gt.metaitem.02.22405.name
gregtech:gt.metaitem.02:22412, gt.metaitem.02.22412.name
gregtech:gt.metaitem.02:22416, gt.metaitem.02.22416.name
gregtech:gt.metaitem.02:22417, gt.metaitem.02.22417.name
gregtech:gt.metaitem.02:22418, gt.metaitem.02.22418.name
gregtech:gt.metaitem.02:22419, gt.metaitem.02.22419.name
gregtech:gt.metaitem.02:22420, gt.metaitem.02.22420.name
gregtech:gt.metaitem.02:22421, gt.metaitem.02.22421.name
gregtech:gt.metaitem.02:22426, gt.metaitem.02.22426.name
gregtech:gt.metaitem.02:22470, gt.metaitem.02.22470.name
gregtech:gt.metaitem.02:22471, gt.metaitem.02.22471.name
gregtech:gt.metaitem.02:22472, gt.metaitem.02.22472.name
gregtech:gt.metaitem.02:22473, gt.metaitem.02.22473.name
gregtech:gt.metaitem.02:22490, gt.metaitem.02.22490.name
gregtech:gt.metaitem.02:22500, gt.metaitem.02.22500.name
gregtech:gt.metaitem.02:22501, gt.metaitem.02.22501.name
gregtech:gt.metaitem.02:22502, gt.metaitem.02.22502.name
gregtech:gt.metaitem.02:22503, gt.metaitem.02.22503.name
gregtech:gt.metaitem.02:22504, gt.metaitem.02.22504.name
gregtech:gt.metaitem.02:22505, gt.metaitem.02.22505.name
gregtech:gt.metaitem.02:22506, gt.metaitem.02.22506.name
gregtech:gt.metaitem.02:22507, gt.metaitem.02.22507.name
gregtech:gt.metaitem.02:22508, gt.metaitem.02.22508.name
gregtech:gt.metaitem.02:22509, gt.metaitem.02.22509.name
gregtech:gt.metaitem.02:22510, gt.metaitem.02.22510.name
gregtech:gt.metaitem.02:22511, gt.metaitem.02.22511.name
gregtech:gt.metaitem.02:22512, gt.metaitem.02.22512.name
gregtech:gt.metaitem.02:22513, gt.metaitem.02.22513.name
gregtech:gt.metaitem.02:22514, gt.metaitem.02.22514.name
gregtech:gt.metaitem.02:22515, gt.metaitem.02.22515.name
gregtech:gt.metaitem.02:22516, gt.metaitem.02.22516.name
gregtech:gt.metaitem.02:22520, gt.metaitem.02.22520.name
gregtech:gt.metaitem.02:22522, gt.metaitem.02.22522.name
gregtech:gt.metaitem.02:22523, gt.metaitem.02.22523.name
gregtech:gt.metaitem.02:22524, gt.metaitem.02.22524.name
gregtech:gt.metaitem.02:22525, gt.metaitem.02.22525.name
gregtech:gt.metaitem.02:22526, gt.metaitem.02.22526.name
gregtech:gt.metaitem.02:22527, gt.metaitem.02.22527.name
gregtech:gt.metaitem.02:22528, gt.metaitem.02.22528.name
gregtech:gt.metaitem.02:22530, gt.metaitem.02.22530.name
gregtech:gt.metaitem.02:22531, gt.metaitem.02.22531.name
gregtech:gt.metaitem.02:22532, gt.metaitem.02.22532.name
gregtech:gt.metaitem.02:22533, gt.metaitem.02.22533.name
gregtech:gt.metaitem.02:22534, gt.metaitem.02.22534.name
gregtech:gt.metaitem.02:22535, gt.metaitem.02.22535.name
gregtech:gt.metaitem.02:22536, gt.metaitem.02.22536.name
gregtech:gt.metaitem.02:22538, gt.metaitem.02.22538.name
gregtech:gt.metaitem.02:22540, gt.metaitem.02.22540.name
gregtech:gt.metaitem.02:22541, gt.metaitem.02.22541.name
gregtech:gt.metaitem.02:22542, gt.metaitem.02.22542.name
gregtech:gt.metaitem.02:22543, gt.metaitem.02.22543.name
gregtech:gt.metaitem.02:22544, gt.metaitem.02.22544.name
gregtech:gt.metaitem.02:22545, gt.metaitem.02.22545.name
gregtech:gt.metaitem.02:22599, gt.metaitem.02.22599.name
gregtech:gt.metaitem.02:22610, gt.metaitem.02.22610.name
gregtech:gt.metaitem.02:22611, gt.metaitem.02.22611.name
gregtech:gt.metaitem.02:22613, gt.metaitem.02.22613.name
gregtech:gt.metaitem.02:22631, gt.metaitem.02.22631.name
gregtech:gt.metaitem.02:22635, gt.metaitem.02.22635.name
gregtech:gt.metaitem.02:22636, gt.metaitem.02.22636.name
gregtech:gt.metaitem.02:22649, gt.metaitem.02.22649.name
gregtech:gt.metaitem.02:22770, gt.metaitem.02.22770.name
gregtech:gt.metaitem.02:22801, gt.metaitem.02.22801.name
gregtech:gt.metaitem.02:22804, gt.metaitem.02.22804.name
gregtech:gt.metaitem.02:22809, gt.metaitem.02.22809.name
gregtech:gt.metaitem.02:22829, gt.metaitem.02.22829.name
gregtech:gt.metaitem.02:22874, gt.metaitem.02.22874.name
gregtech:gt.metaitem.02:22880, gt.metaitem.02.22880.name
gregtech:gt.metaitem.02:22884, gt.metaitem.02.22884.name
gregtech:gt.metaitem.02:22889, gt.metaitem.02.22889.name
gregtech:gt.metaitem.02:22890, gt.metaitem.02.22890.name
